ds,y,day_of_week,is_weekend,month,is_holiday,day_of_week_encoded,month_encoded,day_of_year_sin,day_of_year_cos,temp_c_scaled,spike_effect
2023-02-28,170,1,0,2,0,1,2,0.8494504794814806,0.527668345562516,0.4148195023376652,0.0
2023-03-01,165,2,0,3,0,2,3,0.8584015232918917,0.512978386299228,0.27340707193070624,0.0
2023-03-02,143,3,0,3,0,3,3,0.8670985522812081,0.4981366284784055,0.056375496650927115,0.0
2023-03-03,147,4,0,3,0,4,3,0.8755389928586302,0.4831474640149687,0.8647223762550532,0.0
2023-03-04,163,5,1,3,0,5,3,0.8837203473619977,0.4680153284438345,0.8129010091300776,0.0
2023-03-05,162,6,1,3,0,6,3,0.8916401947968874,0.45274469960737107,0.9997176732861306,0.0
2023-03-06,162,0,0,3,0,0,3,0.8992961915530253,0.4373400963303323,0.9966368370739054,0.0
2023-03-07,170,1,0,3,0,1,3,0.9066860720977985,0.4218060770826634,0.5554317056026274,0.0
2023-03-08,149,2,0,3,0,2,3,0.9138076496466615,0.4061472386305789,0.7689874151805105,0.0
2023-03-09,165,3,0,3,0,3,3,0.9206588168102428,0.3903682146763026,0.944765729882428,0.0
2023-03-10,155,4,0,3,0,4,3,0.9272375462179537,0.374473674486883,0.8496473906774115,0.0
2023-03-11,170,5,1,3,0,5,3,0.9335418911179212,0.35846832151248087,0.24734810174319766,0.0
2023-03-12,185,6,1,3,0,6,3,0.9395699859530622,0.342356891994542,0.4505441353100935,0.0
2023-03-13,173,0,0,3,0,0,3,0.945320046913132,0.3261441535642696,0.12915941515149498,0.0
2023-03-14,149,1,0,3,0,1,3,0.9507903724625832,0.3098349038318025,0.9540510272587224,0.0
2023-03-15,173,2,0,3,0,2,3,0.9559793438440766,0.2934339689665273,0.60617463445088,0.0
2023-03-16,111,3,0,3,0,3,3,0.9608854255574977,0.27694620226893646,0.22864280550346272,0.0
2023-03-17,162,4,0,3,0,4,3,0.9655071658143364,0.2603764827344581,0.6717006844058567,0.0
2023-03-18,181,5,1,3,0,5,3,0.969843196967294,0.24372971360968387,0.6181282404578958,0.0
2023-03-19,176,6,1,3,0,6,3,0.9738922359149924,0.22701082094141847,0.3581627180328405,0.0
2023-03-20,151,0,0,3,0,0,3,0.9776530844816641,0.2102247521189836,0.11355759219962902,0.0
2023-03-21,120,1,0,3,0,1,3,0.981124629771712,0.19337647441020586,0.6715731955927996,0.0
2023-03-22,147,2,0,3,0,2,3,0.984305844499033,0.17647097349152166,0.5203077009037933,0.0
2023-03-23,155,3,0,3,0,3,3,0.9871957872910085,0.15951325197263655,0.7723183917356393,0.0
2023-03-24,172,4,0,3,0,4,3,0.9897936029670716,0.14250832791617088,0.5201635011119934,0.0
2023-03-25,172,5,1,3,0,5,3,0.992098522791769,0.12546123335273648,0.8521815003185401,0.0
2023-03-26,168,6,1,3,0,6,3,0.9941098647022418,0.10837701279187609,0.5519068387744855,0.0
2023-03-27,142,0,0,3,0,0,3,0.9958270335100595,0.09126072172931188,0.5609379715353863,0.0
2023-03-28,164,1,0,3,0,1,3,0.9972495210773451,0.07411742515094437,0.876653602658345,0.0
2023-03-29,155,2,0,3,0,2,3,0.998376906467142,0.056952196034039754,0.40348286621239704,0.0
2023-03-30,142,3,0,3,0,3,3,0.9992088560679753,0.03977011384605572,0.13401522845064073,0.0
2023-03-31,158,4,0,3,0,4,3,0.9997451236925734,0.022576263041545485,0.028782676313338973,0.0
2023-04-01,181,5,1,4,0,5,4,0.9999855506507186,0.005375731557583884,0.755137255673619,0.0
2023-04-02,195,6,1,4,0,6,4,0.9999300657962057,-0.011826390691832589,0.6203095513534647,0.0
2023-04-03,139,0,0,4,0,0,4,0.9995786855478958,-0.029025013321975237,0.7040797680992236,0.0
2023-04-04,145,1,0,4,0,1,4,0.9989315138848577,-0.046215046983708354,0.21296416150891073,0.0
2023-04-05,144,2,0,4,0,2,4,0.9979887423155984,-0.06339140486951038,0.13637147558676976,0.0
2023-04-06,128,3,0,4,0,3,4,0.9967506498213929,-0.08054900421874167,0.014544665667881929,0.0
2023-04-07,154,4,0,4,0,4,4,0.9952176027737294,-0.09768276782171598,0.350587558806597,0.0
2023-04-08,184,5,1,4,0,5,4,0.9933900548258936,-0.11478762552212701,0.5899176868546331,0.0
2023-04-09,180,6,1,4,0,6,4,0.9912685467787256,-0.13185851571739118,0.3922440450997323,0.0
2023-04-10,146,0,0,4,0,0,4,0.9888537064205885,-0.1488903868564548,0.43747492202372906,0.0
2023-04-11,129,1,0,4,0,1,4,0.986146248341595,-0.16587819893463143,0.9041586944937484,0.0
2023-04-12,144,2,0,4,0,2,4,0.9831469737221499,-0.1828169249850199,0.34825546702330035,0.0
2023-04-13,145,3,0,4,0,3,4,0.9798567700958665,-0.1997015525660636,0.5139894891598108,0.0
2023-04-14,138,4,0,4,0,4,4,0.9762766110869321,-0.21652708524481437,0.7836530127411431,0.0
2023-04-15,178,5,1,4,0,5,4,0.9724075561219968,-0.23328854407545518,0.39654278232127016,0.0
2023-04-16,186,6,1,4,0,6,4,0.9682507501166718,-0.2499809690726521,0.6220867002278735,0.0
2023-04-17,178,0,0,4,0,0,4,0.9638074231367307,-0.26659942067929354,0.8623637087467452,0.0
2023-04-18,153,1,0,4,0,1,4,0.9590788900341131,-0.28313898122818354,0.9495206236576421,0.0
2023-04-19,154,2,0,4,0,2,4,0.9540665500578387,-0.2995947563972602,0.14707348092903794,0.0
2023-04-20,149,3,0,4,0,3,4,0.9487718864399473,-0.31596187665790293,0.9265876251614944,0.0
2023-04-21,121,4,0,4,0,4,4,0.9431964659565866,-0.33223549871590435,0.4921162930795382,0.0
2023-04-22,180,5,1,4,0,5,4,0.9373419384643772,-0.3484108069446808,0.25824438829895835,0.0
2023-04-23,181,6,1,4,0,6,4,0.9312100364121947,-0.3644830148102912,0.4591357562382613,0.0
2023-04-24,187,0,0,4,0,0,4,0.9248025743285089,-0.38044736628785164,0.980032575285477,0.0
2023-04-25,147,1,0,4,0,1,4,0.9181214482844364,-0.39629913726891813,0.4926180939928696,0.0
2023-04-26,155,2,0,4,0,2,4,0.9111686353326631,-0.41203363695942635,0.3287516102875082,0.0
2023-04-27,149,3,0,4,0,3,4,0.9039461929224011,-0.42764620926777464,0.6334008543167258,0.0
2023-04-28,132,4,0,4,0,4,4,0.8964562582905575,-0.44313223418263453,0.24014561877819307,0.0
2023-04-29,197,5,1,4,0,5,4,0.8887010478292915,-0.45848712914008766,0.07586332810866392,0.0
2023-04-30,191,6,1,4,0,6,4,0.8806828564301475,-0.47370635037968,0.12887972191064923,0.0
2023-05-01,162,0,0,5,0,0,5,0.8724040568049612,-0.48878539428899265,0.12804583895777244,0.0
2023-05-02,136,1,0,5,0,1,5,0.8638670987837349,-0.503719798736334,0.15190269351229435,0.0
2023-05-03,171,2,0,5,0,2,5,0.8550745085896932,-0.518505144391157,0.13882717264941014,0.0
2023-05-04,129,3,0,5,0,3,5,0.8460288880917339,-0.533137056031809,0.6408747448032146,0.0
2023-05-05,159,4,0,5,0,4,5,0.8367329140344921,-0.5476112038402312,0.18188008439914483,0.0
2023-05-06,213,5,1,5,0,5,5,0.8271893372462497,-0.5619233046832195,0.3456672833238632,0.0
2023-05-07,165,6,1,5,0,6,5,0.8174009818249189,-0.5760691233798758,0.8967884099060118,0.0
2023-05-08,142,0,0,5,0,0,5,0.8073707443023492,-0.5900444739548627,0.47396164026287235,0.0
2023-05-09,151,1,0,5,0,1,5,0.7971015927871943,-0.6038452208771035,0.6675577385210272,0.0
2023-05-10,142,2,0,5,0,2,5,0.7865965660866021,-0.6174672802835514,0.17231987120162984,0.0
2023-05-11,127,3,0,5,0,3,5,0.7758587728069828,-0.6309066211876704,0.19228901880867078,0.0
2023-05-12,151,4,0,5,0,4,5,0.7648913904341225,-0.6441592666722685,0.04086861626647886,0.0
2023-05-13,164,5,1,5,0,5,5,0.753697664392914,-0.6572212950663319,0.16893506307216455,0.0
2023-05-14,187,6,1,5,0,6,5,0.742280907086982,-0.6700888411055113,0.2785903390319586,0.0
2023-05-15,136,0,0,5,0,0,5,0.7306444969184916,-0.6827580970759147,0.17701048427674682,0.0
2023-05-16,173,1,0,5,0,1,5,0.7187918772884232,-0.6952253139408722,0.08870253375705561,0.0
2023-05-17,138,2,0,5,0,2,5,0.7067265555776158,-0.7074868024503348,0.12063587110060081,0.0
2023-05-18,145,3,0,5,0,3,5,0.6944521021088763,-0.719538934232584,0.46077876803272577,0.0
2023-05-19,162,4,0,5,0,4,5,0.6819721490904629,-0.7313781428679254,0.2063337184057925,0.0
2023-05-20,162,5,1,5,0,5,5,0.6692903895412567,-0.7430009249440493,0.36426986104807546,0.0
2023-05-21,183,6,1,5,0,6,5,0.6564105761979381,-0.7544038410927472,0.5034172708548569,0.0
2023-05-22,170,0,0,5,0,0,5,0.6433365204044917,-0.765583517007675,0.6903948286293653,0.0
2023-05-23,126,1,0,5,0,1,5,0.6300720909843687,-0.7765366444428655,0.039312139841098936,0.0
2023-05-24,153,2,0,5,0,2,5,0.6166212130956382,-0.7872599821916922,0.7994103989090426,0.0
2023-05-25,154,3,0,5,0,3,5,0.6029878670694714,-0.7977503570459932,0.6279003894909078,0.0
2023-05-26,162,4,0,5,0,4,5,0.5891760872322963,-0.8080046647350754,0.08175903194887191,0.0
2023-05-27,161,5,1,5,0,5,5,0.5751899607119775,-0.8180198708443174,0.8735786241067772,0.0
2023-05-28,160,6,1,5,0,6,5,0.5610336262283677,-0.8277930117131022,0.9208724005318132,0.0
2023-05-29,188,0,0,5,1,0,5,0.5467112728685939,-0.8373211953118121,0.06107795985486375,0.0
2023-05-30,154,1,0,5,0,1,5,0.5322271388474397,-0.8466016020976267,0.2768776481472037,0.0
2023-05-31,154,2,0,5,0,2,5,0.5175855102531889,-0.8556314858488706,0.8062012797930613,0.0
2023-06-01,155,3,0,6,0,3,6,0.5027907197793043,-0.8644081744776648,0.7482596903836584,0.0
2023-06-02,140,4,0,6,0,4,6,0.4878471454423119,-0.8729290708206411,0.18452101935637732,0.0
2023-06-03,183,5,1,6,0,5,6,0.47275920928627757,-0.881191653407483,0.2093493233367103,0.0
2023-06-04,184,6,1,6,0,6,6,0.4575313760742512,-0.8891934772070711,0.370472102791382,0.0
2023-06-05,139,0,0,6,0,0,6,0.44216815196707204,-0.8969321743510065,0.4845229851910213,0.0
2023-06-06,178,1,0,6,0,1,6,0.42667408318992467,-0.9044054548343001,0.618254771530296,0.0
2023-06-07,157,2,0,6,0,2,6,0.4110537546870351,-0.9116111071930239,0.3689136395697724,0.0
2023-06-08,132,3,0,6,0,3,6,0.3953117887649151,-0.9185469991587165,0.4625347161331479,0.0
2023-06-09,160,4,0,6,0,4,6,0.37945284372454435,-0.925211078289358,0.7474709381337565,0.0
2023-06-10,165,5,1,6,0,5,6,0.36348161248290634,-0.9316013725767187,0.0366832028905979,0.0
2023-06-11,192,6,1,6,0,6,6,0.3474028211842774,-0.9377159910299093,0.25243694434402075,0.0
2023-06-12,167,0,0,6,0,0,6,0.3312212278016865,-0.9435531242349544,0.7133495858845524,0.0
2023-06-13,138,1,0,6,0,1,6,0.31494162072895193,-0.9491110448902284,0.8952068376871993,0.0
2023-06-14,164,2,0,6,0,2,6,0.2985688173637202,-0.9543881083175908,0.5116774421156661,0.0
2023-06-15,156,3,0,6,0,3,6,0.2821076626819194,-0.9593827529490743,0.5321134852653157,0.0
2023-06-16,162,4,0,6,0,4,6,0.26556302780405594,-0.9640935007889755,0.10717201133977605,0.0
2023-06-17,208,5,1,6,0,5,6,0.24893980855376657,-0.9685189578512204,0.44741236682345464,0.0
2023-06-18,176,6,1,6,0,6,6,0.23224292400907015,-0.9726578145718654,0.5326172664550232,0.0
2023-06-19,169,0,0,6,1,0,6,0.21547731504673012,-0.976508846196619,0.24247050363472966,0.0
2023-06-20,137,1,0,6,0,1,6,0.19864794288017112,-0.9800709131432666,0.26924323094938096,0.0
2023-06-21,138,2,0,6,0,2,6,0.18175978759137534,-0.9833429613388902,0.37728416310462265,0.0
2023-06-22,149,3,0,6,0,3,6,0.16481784665719793,-0.9863240225317866,0.02007119777772637,0.0
2023-06-23,155,4,0,6,0,4,6,0.14782713347053048,-0.9890132145779883,0.3220791655831783,0.0
2023-06-24,184,5,1,6,0,5,6,0.13079267585675922,-0.9914097417023038,0.21144800699654465,0.0
2023-06-25,192,6,1,6,0,6,6,0.11371951458594969,-0.9935128947338007,0.32749735217791465,0.0
2023-06-26,150,0,0,6,0,0,6,0.0966127018812031,-0.9953220513156602,0.11976213181925122,0.0
2023-06-27,172,1,0,6,0,1,6,0.07947729992362097,-0.9968366760893436,0.890527280739895,0.0
2023-06-28,146,2,0,6,0,2,6,0.062318379354325076,-0.998056320853012,0.5935924535540487,0.0
2023-06-29,191,3,0,6,0,3,6,0.04514101777397193,-0.9989806246941579,0.6791023191444896,0.0
2023-06-30,159,4,0,6,0,4,6,0.02795029824021032,-0.999609314096404,0.7891712386073383,0.0
2023-07-01,167,5,1,7,0,5,7,0.01075130776352193,-0.9999422030204416,0.4984421989290573,0.0
2023-07-02,164,6,1,7,0,6,7,-0.00645086419810515,-0.9999791929590823,0.08692028808742369,0.0
2023-07-03,157,0,0,7,0,0,7,-0.023651127245231586,-0.9997202729664083,0.5371065418185478,0.0
2023-07-04,177,1,0,7,1,1,7,-0.04084439154329611,-0.9991655196610109,0.5868411180208791,0.0
2023-07-05,161,2,0,7,0,2,7,-0.05802556932878035,-0.9983150972033183,0.74543947418433,0.0
2023-07-06,157,3,0,7,0,3,7,-0.07518957641475855,-0.9971692572470178,0.4316595462296794,0.0
2023-07-07,149,4,0,7,0,4,7,-0.09233133369539122,-0.9957283388645872,0.12758030279556376,0.0
2023-07-08,167,5,1,7,0,5,7,-0.10944576864891556,-0.993992768446958,0.28377590579872447,0.0
2023-07-09,157,6,1,7,0,6,7,-0.12652781683868314,-0.9919630595773397,0.3630822963986351,0.0
2023-07-10,143,0,0,7,0,0,7,-0.1435724234118113,-0.9896398128792412,0.6459172413316012,0.0
2023-07-11,163,1,0,7,0,1,7,-0.16057454459499376,-0.9870237158387383,0.5707783046689119,0.0
2023-07-12,153,2,0,7,0,2,7,-0.17752914918703497,-0.984115542601034,0.35609672589784624,0.0
2023-07-13,131,3,0,7,0,3,7,-0.19443122004766195,-0.9809161537413774,0.9865152487929797,0.0
2023-07-14,153,4,0,7,0,4,7,-0.2112757555821793,-0.9774264960104055,0.6057748193568872,0.0
2023-07-15,186,5,1,7,0,5,7,-0.2280577712215198,-0.9736476020539838,0.23722679173599448,0.0
2023-07-16,167,6,1,7,0,6,7,-0.24477230089725957,-0.9695805901076308,0.10178247262040374,0.0
2023-07-17,152,0,0,7,0,0,7,-0.2614143985111562,-0.965226663665613,0.15285913918433203,0.0
2023-07-18,151,1,0,7,0,1,7,-0.2779791393987801,-0.9605871111248129,0.24595772838450813,0.0
2023-07-19,133,2,0,7,0,2,7,-0.2944616217868012,-0.9556633054034704,0.16068137325955567,0.0
2023-07-20,155,3,0,7,0,3,7,-0.3108569682435036,-0.9504567035349151,0.18656702405130576,0.0
2023-07-21,158,4,0,7,0,4,7,-0.3271603271220951,-0.9449688462364056,0.2850951686938471,0.0
2023-07-22,196,5,1,7,0,5,7,-0.34336687399638804,-0.939201357453208,0.17337359529475482,0.0
2023-07-23,196,6,1,7,0,6,7,-0.3594718130884232,-0.9331559438780432,0.8967654246264252,0.0
2023-07-24,129,0,0,7,0,0,7,-0.3754703786876202,-0.9268343944460494,0.08023374566164221,0.0
2023-07-25,136,1,0,7,0,1,7,-0.3913578365610259,-0.9202385798054075,0.5245113895702547,0.0
2023-07-26,158,2,0,7,0,2,7,-0.4071294853542516,-0.9133704517637858,0.4103968269896615,0.0
2023-07-27,158,3,0,7,0,3,7,-0.4227806579826773,-0.9062320427107697,0.9823786169086064,0.0
2023-07-28,158,4,0,7,0,4,7,-0.4383067230125192,-0.898825465016444,0.11203890216805235,0.0
2023-07-29,238,5,1,7,0,5,7,-0.45370308603134424,-0.8911529104063088,0.39785559904574164,0.0
2023-07-30,189,6,1,7,0,6,7,-0.46896519100763184,-0.8832166493127127,0.9694704332753689,0.0
2023-07-31,167,0,0,7,0,0,7,-0.48408852163897587,-0.8750190302029955,0.8655071258939803,0.0
2023-08-01,164,1,0,8,0,1,8,-0.4990686026885319,-0.8665624788845385,0.8170720709492799,0.0
2023-08-02,160,2,0,8,0,2,8,-0.5139010013093103,-0.8578494977869301,0.25790282704493983,0.0
2023-08-03,145,3,0,8,0,3,8,-0.5285813283559292,-0.8488826652214553,0.17088758739006582,0.0
2023-08-04,161,4,0,8,0,4,8,-0.5431052396834317,-0.8396646346181327,0.668643219924431,0.0
2023-08-05,168,5,1,8,0,5,8,-0.5574684374327892,-0.8301981337405212,0.9293759891275858,0.0
2023-08-06,176,6,1,8,0,6,8,-0.5716666713027052,-0.8204859638785327,0.5567628930139298,0.0
2023-08-07,143,0,0,8,0,0,8,-0.5856957398073508,-0.8105309990194823,0.5716126894698998,0.0
2023-08-08,151,1,0,8,0,1,8,-0.5995514915196489,-0.8003361849976323,0.2799790936602842,0.0
2023-08-09,185,2,0,8,0,2,8,-0.6132298262997502,-0.7899045386224707,0.7694929331919369,0.0
2023-08-10,122,3,0,8,0,3,8,-0.6267266965083301,-0.7792391467859886,0.18704374855752337,0.0
2023-08-11,160,4,0,8,0,4,8,-0.6400381082043503,-0.7683431655492202,0.3236792364042437,0.0
2023-08-12,156,5,1,8,0,5,8,-0.65316012232693,-0.7572198192083127,0.4254364386164168,0.0
2023-08-13,173,6,1,8,0,6,8,-0.666088855860977,-0.7458723993404063,0.507610378684455,0.0
2023-08-14,166,0,0,8,0,0,8,-0.6788204829862355,-0.734304263829602,0.24240973241508024,0.0
2023-08-15,151,1,0,8,0,1,8,-0.6913512362094071,-0.722518835873311,0.11483682473920354,0.0
2023-08-16,134,2,0,8,0,2,8,-0.7036774074790128,-0.7105196029692745,0.6106200424416326,0.0
2023-08-17,139,3,0,8,0,3,8,-0.7157953492826642,-0.6983101158835584,0.28863055324025577,0.0
2023-08-18,160,4,0,8,0,4,8,-0.7277014757264236,-0.6858939875998223,0.5812382214226123,0.0
2023-08-19,169,5,1,8,0,5,8,-0.7393922635959241,-0.673274892250183,0.1543627152742023,0.0
2023-08-20,183,6,1,8,0,6,8,-0.7508642533989489,-0.6604565640279754,0.4811401018548175,0.0
2023-08-21,151,0,0,8,0,0,8,-0.7621140503891487,-0.6474427960827475,0.5325894325515859,0.0
2023-08-22,140,1,0,8,0,1,8,-0.7731383255706026,-0.6342374393978054,0.05182353682242691,0.0
2023-08-23,182,2,0,8,0,2,8,-0.7839338166829201,-0.620844401650647,0.3366042781939206,0.0
2023-08-24,160,3,0,8,0,3,8,-0.7944973291665992,-0.6072676460566135,0.13441467693897424,0.0
2023-08-25,120,4,0,8,0,4,8,-0.8048257371083452,-0.593511190196115,0.06337497047276774,0.0
2023-08-26,183,5,1,8,0,5,8,-0.8149159841660791,-0.5795791048257612,0.9899602323899452,0.0
2023-08-27,170,6,1,8,0,6,8,-0.8247650844733614,-0.5654755126737576,0.32235384497472297,0.0
2023-08-28,163,0,0,8,0,0,8,-0.8343701235229538,-0.5512045872199277,0.8098744458546349,0.0
2023-08-29,138,1,0,8,0,1,8,-0.8437282590292712,-0.5367705514607103,0.25464065476376385,0.0
2023-08-30,148,2,0,8,0,2,8,-0.8528367217694595,-0.522177676659508,0.6815027222239293,0.0
2023-08-31,158,3,0,8,0,3,8,-0.8616928164028522,-0.5074302810827518,0.7602278598896866,0.0
2023-09-01,163,4,0,9,0,4,9,-0.8702939222685674,-0.49253272872205434,0.5956387406078443,0.0
2023-09-02,162,5,1,9,0,5,9,-0.8786374941610001,-0.4774894280028391,0.47157618855015837,0.0
2023-09-03,175,6,1,9,0,6,9,-0.886721063082993,-0.46230483047981086,0.41184091414726853,0.0
2023-09-04,173,0,0,9,1,0,9,-0.8945422369764496,-0.4469834295196741,0.3488682665429953,0.0
2023-09-05,140,1,0,9,0,1,9,-0.9020987014301837,-0.43152975897147144,0.9295291442478258,0.0
2023-09-06,176,2,0,9,0,2,9,-0.9093882203647925,-0.4159483918249421,0.8306194077877291,0.0
2023-09-07,156,3,0,9,0,3,9,-0.9164086366943458,-0.4002439388573056,0.9650269106665126,0.0
2023-09-08,131,4,0,9,0,4,9,-0.9231578729647039,-0.38442104726885545,0.12429722348554473,0.0
2023-09-09,194,5,1,9,0,5,9,-0.9296339319682695,-0.3684843993077793,0.7308674752036443,0.0
2023-09-10,212,6,1,9,0,6,9,-0.9358348973349941,-0.35243871088460327,0.9383404568210378,0.0
2023-09-11,165,0,0,9,0,0,9,-0.9417589340994617,-0.33628873017668287,0.18123306616566015,0.0
2023-09-12,127,1,0,9,0,1,9,-0.9474042892438845,-0.32003923622313857,0.0664962673667775,0.0
2023-09-13,143,2,0,9,0,2,9,-0.9527692922168511,-0.30369503751065885,0.741120649290059,0.0
2023-09-14,169,3,0,9,0,3,9,-0.9578523554276669,-0.28726097055059635,0.5744731131799119,0.0
2023-09-15,139,4,0,9,0,4,9,-0.9626519747161487,-0.2707418984477642,0.8418287767582721,0.0
2023-09-16,187,5,1,9,0,5,9,-0.9671667297977312,-0.2541427094613622,0.1397723766262895,0.0
2023-09-17,192,6,1,9,0,6,9,-0.97139528468375,-0.23746831555846842,0.7952673118598902,0.0
2023-09-18,136,0,0,9,0,0,9,-0.9753363880767837,-0.2207236509605022,0.20162732004774453,0.0
2023-09-19,149,1,0,9,0,1,9,-0.9789888737409319,-0.20391367068311472,0.1636559428657045,0.0
