date,sales,avg_temp_c,rainfall_mm,is_holiday,is_promotion
2022-02-25,56,4.64,0.0,0,0
2022-02-26,75,4.24,1.25,0,0
2022-02-27,66,6.21,0.0,0,0
2022-02-28,59,-0.91,0.0,0,0
2022-03-01,55,6.27,0.0,0,0
2022-03-02,54,3.59,0.0,0,0
2022-03-03,57,5.16,0.0,0,0
2022-03-04,49,2.89,9.15,0,0
2022-03-05,71,6.67,0.0,0,0
2022-03-06,66,8.26,0.0,0,0
2022-03-07,51,6.4,0.0,0,0
2022-03-08,53,8.07,0.0,0,0
2022-03-09,51,11.2,0.0,0,0
2022-03-10,56,7.36,0.0,0,0
2022-03-11,53,5.27,7.13,0,0
2022-03-12,65,7.38,0.0,0,0
2022-03-13,68,10.4,0.0,0,0
2022-03-14,53,12.28,0.0,0,0
2022-03-15,55,11.7,9.78,0,0
2022-03-16,55,9.81,0.0,0,0
2022-03-17,54,8.0,0.0,0,0
2022-03-18,55,9.33,0.0,0,0
2022-03-19,71,10.76,0.0,0,0
2022-03-20,71,11.53,0.0,0,0
2022-03-21,54,10.15,0.0,0,0
2022-03-22,56,7.8,0.0,0,0
2022-03-23,48,8.06,0.0,0,0
2022-03-24,56,8.8,0.0,0,0
2022-03-25,56,13.37,0.0,0,0
2022-03-26,70,10.01,0.0,0,0
2022-03-27,59,12.18,7.72,0,0
2022-03-28,53,10.52,0.0,0,0
2022-03-29,54,10.5,7.34,0,0
2022-03-30,48,12.83,0.0,0,0
2022-03-31,53,16.17,0.0,0,0
2022-04-01,49,13.48,3.32,0,0
2022-04-02,61,12.39,4.28,0,0
2022-04-03,61,13.6,0.0,0,0
2022-04-04,54,15.13,1.79,0,0
2022-04-05,54,14.83,0.0,0,0
2022-04-06,54,12.19,0.0,0,0
2022-04-07,49,13.45,0.0,0,0
2022-04-08,52,14.54,0.0,0,0
2022-04-09,64,15.2,0.0,0,0
2022-04-10,70,18.59,0.0,0,0
2022-04-11,57,15.02,0.0,0,0
2022-04-12,52,14.79,0.0,0,0
2022-04-13,49,17.26,0.0,0,0
2022-04-14,54,18.14,0.0,0,0
2022-04-15,54,17.12,0.0,0,0
2022-04-16,65,15.5,0.0,0,0
2022-04-17,66,13.45,2.66,0,0
2022-04-18,58,16.64,0.0,0,0
2022-04-19,55,21.85,0.0,0,0
2022-04-20,52,16.12,0.0,0,0
2022-04-21,52,17.38,0.0,0,0
2022-04-22,53,18.21,0.0,0,0
2022-04-23,71,18.48,0.0,0,0
2022-04-24,69,18.66,0.0,0,0
2022-04-25,49,17.6,6.04,0,0
2022-04-26,54,15.1,0.58,0,0
2022-04-27,53,21.33,5.72,0,0
2022-04-28,52,18.37,0.0,0,0
2022-04-29,59,19.77,0.0,0,0
2022-04-30,58,18.97,3.93,0,0
2022-05-01,63,19.66,0.0,0,0
2022-05-02,52,21.6,0.0,0,0
2022-05-03,52,19.97,0.0,0,0
2022-05-04,50,19.21,1.55,0,0
2022-05-05,51,22.26,0.0,0,0
2022-05-06,54,22.06,0.0,0,0
2022-05-07,65,18.23,0.0,0,0
2022-05-08,67,18.24,0.0,0,0
2022-05-09,56,21.99,0.0,0,0
2022-05-10,51,23.75,7.82,0,0
2022-05-11,52,17.18,0.0,0,0
2022-05-12,53,21.71,0.0,0,0
2022-05-13,54,22.14,3.15,0,0
2022-05-14,73,21.71,0.0,0,0
2022-05-15,62,21.4,9.72,0,0
2022-05-16,58,23.1,0.0,0,0
2022-05-17,59,23.8,0.0,0,0
2022-05-18,50,19.73,1.06,0,0
2022-05-19,53,19.77,7.68,0,0
2022-05-20,57,21.57,0.0,0,0
2022-05-21,64,22.08,7.48,0,0
2022-05-22,74,22.29,0.0,0,0
2022-05-23,51,24.31,5.0,0,0
2022-05-24,47,23.64,0.0,0,0
2022-05-25,57,22.94,0.0,0,0
2022-05-26,53,22.46,0.0,0,0
2022-05-27,45,25.88,1.21,0,0
2022-05-28,77,23.07,0.0,0,1
2022-05-29,60,25.92,0.0,0,0
2022-05-30,52,26.24,0.0,0,0
2022-05-31,55,22.92,0.0,0,0
2022-06-01,47,25.33,5.03,0,0
2022-06-02,51,25.93,0.0,0,0
2022-06-03,51,25.11,0.0,0,0
2022-06-04,60,23.73,0.59,0,0
2022-06-05,56,26.04,0.0,0,0
2022-06-06,48,25.81,0.0,0,0
2022-06-07,51,23.65,0.0,0,0
2022-06-08,53,22.9,0.0,0,0
2022-06-09,49,24.17,1.82,0,0
2022-06-10,55,24.31,0.0,0,0
2022-06-11,58,22.12,0.0,0,0
2022-06-12,63,25.21,0.0,0,0
2022-06-13,50,25.46,0.0,0,0
2022-06-14,48,28.81,3.49,0,0
2022-06-15,47,24.92,7.31,0,0
2022-06-16,50,22.77,0.0,0,0
2022-06-17,51,21.36,0.0,0,0
2022-06-18,61,27.05,0.0,0,0
2022-06-19,60,24.74,0.0,0,0
2022-06-20,51,25.41,0.0,0,0
2022-06-21,52,25.2,0.0,0,0
2022-06-22,49,24.04,0.0,0,0
2022-06-23,52,24.92,0.0,0,0
2022-06-24,54,27.97,0.0,0,0
2022-06-25,60,24.3,2.42,0,0
2022-06-26,58,27.63,9.77,0,0
2022-06-27,48,25.29,0.0,0,0
2022-06-28,50,24.02,0.0,0,0
2022-06-29,49,24.4,1.07,0,0
2022-06-30,48,19.93,0.0,0,0
2022-07-01,47,26.71,6.43,0,0
2022-07-02,61,24.2,1.84,0,0
2022-07-03,71,24.98,1.8,0,1
2022-07-04,38,25.68,0.0,1,0
2022-07-05,48,26.33,2.82,0,0
2022-07-06,58,21.45,0.0,0,0
2022-07-07,49,24.93,0.0,0,0
2022-07-08,53,23.62,0.0,0,0
2022-07-09,62,22.87,0.0,0,0
2022-07-10,65,23.32,0.0,0,0
2022-07-11,49,25.56,0.0,0,0
2022-07-12,51,22.16,0.0,0,0
2022-07-13,53,25.98,0.0,0,0
2022-07-14,47,22.36,0.0,0,0
2022-07-15,56,23.87,0.0,0,1
2022-07-16,65,22.0,0.0,0,0
2022-07-17,67,19.95,0.0,0,0
2022-07-18,50,22.24,3.27,0,0
2022-07-19,47,24.04,0.0,0,0
2022-07-20,49,25.63,0.0,0,0
2022-07-21,52,24.36,0.0,0,0
2022-07-22,50,22.45,0.0,0,0
2022-07-23,64,22.13,0.0,0,0
2022-07-24,61,26.05,0.0,0,0
2022-07-25,50,27.1,0.0,0,0
2022-07-26,46,21.95,9.78,0,0
2022-07-27,56,24.27,0.0,0,0
2022-07-28,51,24.09,0.0,0,0
2022-07-29,49,19.86,3.84,0,0
2022-07-30,65,18.39,0.0,0,0
2022-07-31,71,21.98,0.0,0,1
2022-08-01,50,22.46,1.39,0,0
2022-08-02,50,22.72,0.0,0,0
2022-08-03,50,22.16,0.0,0,0
2022-08-04,51,20.74,0.67,0,0
2022-08-05,46,21.17,8.88,0,0
2022-08-06,63,18.78,0.0,0,0
2022-08-07,86,20.95,0.0,0,1
2022-08-08,51,18.56,0.0,0,0
2022-08-09,49,24.85,0.0,0,0
2022-08-10,47,20.45,0.0,0,0
2022-08-11,48,19.65,0.0,0,0
2022-08-12,52,16.66,0.0,0,0
2022-08-13,62,20.36,0.0,0,0
2022-08-14,61,20.83,5.81,0,0
2022-08-15,53,16.89,0.0,0,0
2022-08-16,52,17.89,0.0,0,0
2022-08-17,53,22.68,0.0,0,0
2022-08-18,49,14.77,0.0,0,0
2022-08-19,52,17.49,6.25,0,0
2022-08-20,62,18.84,0.0,0,0
2022-08-21,63,19.22,0.0,0,0
2022-08-22,54,17.82,0.0,0,0
2022-08-23,48,14.02,0.0,0,0
2022-08-24,44,17.34,0.0,0,0
2022-08-25,48,16.52,7.96,0,0
2022-08-26,46,16.16,0.0,0,0
2022-08-27,56,17.48,1.87,0,0
2022-08-28,65,18.03,0.0,0,0
2022-08-29,52,15.66,0.0,0,0
2022-08-30,59,13.74,0.0,0,0
2022-08-31,52,19.02,0.0,0,0
2022-09-01,53,16.63,0.0,0,0
2022-09-02,51,13.68,0.0,0,0
2022-09-03,83,14.19,0.0,0,1
2022-09-04,63,11.32,0.0,0,0
2022-09-05,48,14.94,9.39,0,0
2022-09-06,53,12.37,0.0,0,0
2022-09-07,55,11.99,0.0,0,0
2022-09-08,54,15.45,0.0,0,0
2022-09-09,56,10.06,0.0,0,0
2022-09-10,64,13.71,2.0,0,0
2022-09-11,61,9.72,0.0,0,0
2022-09-12,53,8.57,0.0,0,0
2022-09-13,54,12.26,0.0,0,0
2022-09-14,54,14.1,4.17,0,0
2022-09-15,58,12.11,0.0,0,0
2022-09-16,54,10.34,0.0,0,0
2022-09-17,65,10.52,0.0,0,0
2022-09-18,66,8.95,5.93,0,0
2022-09-19,54,13.9,0.0,0,0
2022-09-20,53,10.75,0.0,0,0
2022-09-21,52,9.97,0.0,0,0
2022-09-22,58,9.09,0.0,0,0
2022-09-23,53,6.26,0.0,0,0
2022-09-24,65,9.73,0.0,0,0
2022-09-25,68,7.42,0.0,0,0
2022-09-26,52,8.07,0.0,0,0
2022-09-27,52,3.73,0.0,0,0
2022-09-28,54,9.19,0.0,0,0
2022-09-29,53,8.9,0.0,0,0
2022-09-30,54,5.5,0.0,0,0
2022-10-01,70,4.53,0.0,0,0
2022-10-02,70,6.45,0.0,0,0
2022-10-03,49,8.48,0.0,0,0
2022-10-04,50,8.75,0.0,0,0
2022-10-05,55,6.97,0.0,0,0
2022-10-06,51,3.86,0.0,0,0
2022-10-07,54,8.02,0.0,0,0
2022-10-08,65,5.11,0.0,0,0
2022-10-09,85,6.08,0.0,0,1
2022-10-10,51,4.37,0.0,0,0
2022-10-11,54,3.4,0.0,0,0
2022-10-12,55,4.97,0.0,0,0
2022-10-13,56,5.22,0.0,0,0
2022-10-14,56,5.72,0.0,0,0
2022-10-15,69,1.97,0.0,0,0
2022-10-16,70,4.57,0.0,0,0
2022-10-17,48,5.73,0.0,0,0
2022-10-18,56,2.87,0.0,0,0
2022-10-19,55,5.3,0.0,0,0
2022-10-20,50,4.37,0.0,0,0
2022-10-21,51,0.48,0.0,0,0
2022-10-22,61,2.21,0.0,0,0
2022-10-23,66,4.56,0.0,0,0
2022-10-24,55,-1.15,0.0,0,0
2022-10-25,52,-1.11,0.0,0,0
2022-10-26,50,1.68,6.75,0,0
2022-10-27,52,1.33,2.25,0,0
2022-10-28,52,0.23,2.34,0,0
2022-10-29,71,0.73,0.0,0,0
2022-10-30,67,0.29,0.0,0,0
2022-10-31,57,-2.19,0.0,0,0
2022-11-01,48,-1.82,2.53,0,0
2022-11-02,52,-0.89,0.0,0,0
2022-11-03,56,-3.23,0.0,0,0
2022-11-04,50,1.23,0.0,0,0
2022-11-05,65,-1.22,0.64,0,0
2022-11-06,64,-0.28,0.0,0,0
2022-11-07,55,-0.45,0.0,0,0
2022-11-08,50,-2.89,0.0,0,0
2022-11-09,57,0.78,0.0,0,0
2022-11-10,53,0.69,0.0,0,0
2022-11-11,58,-2.1,0.0,0,0
2022-11-12,68,-1.5,0.0,0,0
2022-11-13,68,-1.29,0.0,0,0
2022-11-14,55,-2.37,0.0,0,0
2022-11-15,54,-1.79,1.0,0,0
2022-11-16,52,-3.56,0.46,0,0
2022-11-17,53,-5.0,0.0,0,0
2022-11-18,55,-3.9,0.0,0,0
2022-11-19,66,-0.95,0.0,0,0
2022-11-20,62,-5.0,3.87,0,0
2022-11-21,58,-3.7,0.0,0,0
2022-11-22,51,-3.73,0.35,0,0
2022-11-23,57,-5.0,0.0,0,0
2022-11-24,56,-1.89,0.0,0,0
2022-11-25,52,-1.04,9.28,0,0
2022-11-26,65,-3.08,0.0,0,0
2022-11-27,46,-1.83,2.27,1,0
2022-11-28,44,-3.81,0.0,1,0
2022-11-29,55,-3.63,0.0,0,0
2022-11-30,54,-2.04,0.0,0,0
2022-12-01,56,-4.44,0.0,0,0
2022-12-02,62,-1.94,0.0,0,0
2022-12-03,64,-3.04,4.78,0,0
2022-12-04,62,-5.0,0.0,0,0
2022-12-05,52,-5.0,2.09,0,0
2022-12-06,59,-4.27,0.0,0,0
2022-12-07,52,-5.0,0.0,0,0
2022-12-08,53,-5.0,0.0,0,0
2022-12-09,58,-5.0,0.0,0,0
2022-12-10,70,-4.05,1.14,0,0
2022-12-11,70,-5.0,0.0,0,0
2022-12-12,59,-5.0,0.0,0,0
2022-12-13,58,-5.0,0.0,0,0
2022-12-14,52,-3.87,0.0,0,0
2022-12-15,55,-5.0,0.0,0,0
2022-12-16,52,-5.0,0.0,0,0
2022-12-17,73,-5.0,0.0,0,0
2022-12-18,73,-4.75,0.0,0,0
2022-12-19,58,-5.0,0.0,0,0
2022-12-20,63,-5.0,0.0,0,0
2022-12-21,60,-1.4,0.0,0,0
2022-12-22,58,-1.23,0.0,0,0
2022-12-23,58,-4.14,0.0,0,0
2022-12-24,62,-1.39,0.39,0,0
2022-12-25,51,-5.0,5.02,1,0
2022-12-26,57,-3.28,0.0,0,0
2022-12-27,57,-5.0,0.0,0,0
2022-12-28,59,-5.0,5.53,0,0
2022-12-29,57,-5.0,0.0,0,0
2022-12-30,58,-3.4,4.69,0,0
2022-12-31,71,-1.38,0.0,0,0
2023-01-01,56,-3.92,0.0,1,0
2023-01-02,51,-3.84,0.0,0,0
2023-01-03,55,-5.0,2.67,0,0
2023-01-04,61,-4.19,0.0,0,0
2023-01-05,57,-1.92,0.0,0,0
2023-01-06,60,-3.29,0.0,0,0
2023-01-07,69,-4.82,0.0,0,0
2023-01-08,72,-0.36,0.0,0,0
2023-01-09,57,-4.73,0.0,0,0
2023-01-10,59,-3.8,0.0,0,0
2023-01-11,57,-4.46,0.0,0,0
2023-01-12,55,-2.09,0.0,0,0
2023-01-13,56,-4.32,0.0,0,0
2023-01-14,64,-1.22,7.75,0,0
2023-01-15,69,-3.56,0.0,0,0
2023-01-16,56,-2.15,0.0,0,0
2023-01-17,57,-5.0,0.0,0,0
2023-01-18,58,-5.0,0.0,0,0
2023-01-19,57,-0.21,0.0,0,0
2023-01-20,62,0.28,0.0,0,0
2023-01-21,66,-4.56,0.0,0,0
2023-01-22,66,-4.45,0.0,0,0
2023-01-23,53,-1.81,4.0,0,0
2023-01-24,58,-2.32,0.0,0,0
2023-01-25,57,0.09,0.0,0,0
2023-01-26,56,-1.32,0.0,0,0
2023-01-27,58,-5.0,0.0,0,0
2023-01-28,86,-1.97,0.0,0,1
2023-01-29,65,0.67,0.0,0,0
2023-01-30,62,0.26,0.0,0,0
2023-01-31,55,-2.93,0.0,0,0
2023-02-01,57,-3.67,0.0,0,0
2023-02-02,58,-4.78,0.0,0,0
2023-02-03,51,0.24,0.0,0,0
2023-02-04,85,-0.95,0.0,0,1
2023-02-05,71,2.33,0.0,0,0
2023-02-06,56,-2.19,9.55,0,0
2023-02-07,59,-2.15,0.0,0,0
2023-02-08,58,0.24,0.0,0,0
2023-02-09,58,-0.24,0.0,0,0
2023-02-10,55,2.14,0.0,0,0
2023-02-11,73,1.82,0.0,0,0
2023-02-12,71,-1.24,0.0,0,0
2023-02-13,57,5.41,0.0,0,0
2023-02-14,63,0.43,0.0,0,0
2023-02-15,56,-1.87,0.0,0,0
2023-02-16,50,2.6,5.07,0,0
2023-02-17,55,1.18,0.0,0,0
2023-02-18,62,4.12,0.0,0,0
2023-02-19,75,-0.39,0.0,0,0
2023-02-20,53,5.48,0.0,0,0
2023-02-21,59,3.44,0.0,0,0
2023-02-22,58,3.1,0.0,0,0
2023-02-23,60,0.92,0.0,0,0
2023-02-24,55,5.43,5.82,0,0
2023-02-25,69,0.41,0.0,0,0
2023-02-26,72,5.71,0.0,0,0
2023-02-27,53,4.68,0.0,0,0
2023-02-28,56,2.0,0.0,0,0
2023-03-01,55,3.05,0.0,0,0
2023-03-02,56,5.62,0.0,0,0
2023-03-03,54,3.51,0.0,0,0
2023-03-04,67,8.33,0.0,0,0
2023-03-05,65,3.48,3.13,0,0
2023-03-06,52,7.79,0.0,0,0
2023-03-07,53,5.36,0.0,0,0
2023-03-08,51,7.37,4.79,0,0
2023-03-09,57,2.79,0.0,0,0
2023-03-10,57,7.14,0.0,0,0
2023-03-11,60,7.46,0.62,0,0
2023-03-12,65,3.28,0.0,0,0
2023-03-13,61,11.16,0.0,0,0
2023-03-14,54,8.19,0.0,0,0
2023-03-15,55,8.54,0.0,0,0
2023-03-16,54,8.24,0.0,0,0
2023-03-17,55,9.23,0.0,0,0
2023-03-18,68,8.59,0.0,0,0
2023-03-19,77,5.61,0.0,0,1
2023-03-20,50,7.94,0.0,0,0
2023-03-21,47,10.68,0.0,0,0
2023-03-22,54,9.07,0.0,0,0
2023-03-23,47,10.95,0.0,0,0
2023-03-24,51,13.43,0.0,0,0
2023-03-25,58,16.0,0.0,0,0
2023-03-26,88,9.75,0.0,0,1
2023-03-27,51,16.02,1.76,0,0
2023-03-28,54,10.17,4.35,0,0
2023-03-29,53,16.32,0.0,0,0
2023-03-30,51,12.91,8.05,0,0
2023-03-31,53,12.28,6.77,0,0
2023-04-01,68,11.15,0.0,0,0
2023-04-02,66,11.53,0.0,0,0
2023-04-03,50,13.01,8.05,0,0
2023-04-04,54,18.9,0.0,0,0
2023-04-05,58,16.49,0.0,0,0
2023-04-06,48,17.77,0.0,0,0
2023-04-07,51,12.92,0.0,0,0
2023-04-08,65,14.8,0.0,0,0
2023-04-09,69,13.99,0.0,0,0
2023-04-10,55,15.15,0.0,0,0
2023-04-11,54,16.18,0.0,0,0
2023-04-12,53,19.37,0.0,0,0
2023-04-13,56,16.09,0.0,0,0
2023-04-14,53,12.32,0.0,0,0
2023-04-15,81,19.23,0.0,0,1
2023-04-16,62,14.09,0.0,0,0
2023-04-17,50,17.86,0.0,0,0
2023-04-18,56,18.13,0.0,0,0
2023-04-19,56,20.62,0.0,0,0
2023-04-20,52,21.19,0.0,0,0
2023-04-21,54,18.84,0.0,0,0
2023-04-22,61,17.9,0.0,0,0
2023-04-23,60,15.03,0.0,0,0
2023-04-24,54,19.79,2.9,0,0
2023-04-25,49,18.69,8.51,0,0
2023-04-26,53,18.99,0.0,0,0
2023-04-27,58,17.24,0.0,0,0
2023-04-28,55,16.59,0.0,0,0
2023-04-29,70,18.72,0.0,0,0
2023-04-30,69,25.86,0.0,0,0
2023-05-01,55,20.82,0.0,0,0
2023-05-02,47,17.17,2.27,0,0
2023-05-03,56,18.4,0.0,0,0
2023-05-04,53,20.61,0.0,0,0
2023-05-05,55,17.44,0.0,0,0
2023-05-06,67,21.21,0.0,0,0
2023-05-07,64,20.47,0.0,0,0
2023-05-08,55,21.6,0.0,0,0
2023-05-09,48,21.85,1.76,0,0
2023-05-10,57,20.62,0.0,0,0
2023-05-11,52,25.07,1.43,0,0
2023-05-12,54,19.13,5.65,0,0
2023-05-13,67,21.72,0.0,0,0
2023-05-14,70,20.06,0.0,0,1
2023-05-15,54,18.38,0.0,0,0
2023-05-16,53,24.03,0.0,0,0
2023-05-17,58,21.51,0.0,0,0
2023-05-18,51,21.64,0.0,0,0
2023-05-19,52,24.95,0.0,0,0
2023-05-20,67,19.94,0.0,0,0
2023-05-21,68,24.51,0.0,0,0
2023-05-22,51,25.85,0.0,0,0
2023-05-23,56,21.89,0.0,0,0
2023-05-24,55,21.97,0.0,0,0
2023-05-25,57,24.42,0.0,0,0
2023-05-26,54,26.04,0.0,0,0
2023-05-27,65,22.73,0.0,0,0
2023-05-28,72,24.39,0.0,0,0
2023-05-29,52,22.37,0.0,0,0
2023-05-30,54,27.72,0.0,0,0
2023-05-31,55,24.37,0.18,0,0
2023-06-01,50,21.64,0.0,0,0
2023-06-02,46,24.36,4.45,0,0
2023-06-03,68,19.59,0.0,0,0
2023-06-04,65,27.48,0.0,0,0
2023-06-05,51,22.82,0.0,0,0
2023-06-06,54,24.06,0.0,0,0
2023-06-07,56,26.08,0.0,0,0
2023-06-08,50,27.44,0.0,0,0
2023-06-09,51,22.19,0.0,0,0
2023-06-10,65,24.38,0.0,0,0
2023-06-11,60,26.95,0.0,0,0
2023-06-12,51,24.54,0.0,0,0
2023-06-13,55,26.98,0.0,0,0
2023-06-14,43,21.02,0.78,0,0
2023-06-15,54,25.02,0.0,0,0
2023-06-16,50,22.79,0.0,0,0
2023-06-17,62,23.87,0.0,0,0
2023-06-18,64,22.64,0.0,0,0
2023-06-19,50,26.46,0.0,0,0
2023-06-20,50,26.43,0.0,0,0
2023-06-21,50,24.99,0.0,0,0
2023-06-22,51,26.08,0.0,0,0
2023-06-23,50,28.0,1.38,0,0
2023-06-24,64,24.9,0.0,0,0
2023-06-25,58,24.76,0.0,0,0
2023-06-26,51,20.1,0.0,0,0
2023-06-27,51,24.73,0.0,0,0
2023-06-28,48,23.7,0.0,0,0
2023-06-29,49,22.28,0.0,0,0
2023-06-30,54,19.2,0.0,0,0
2023-07-01,62,29.36,0.0,0,0
2023-07-02,61,24.1,0.0,0,0
2023-07-03,48,25.15,0.0,0,0
2023-07-04,35,22.93,0.0,1,0
2023-07-05,53,23.28,0.0,0,0
2023-07-06,45,22.31,5.85,0,0
2023-07-07,54,25.7,0.0,0,0
2023-07-08,61,24.69,0.0,0,0
2023-07-09,63,26.59,0.0,0,0
2023-07-10,49,26.12,0.0,0,0
2023-07-11,52,24.53,0.0,0,0
2023-07-12,53,22.07,0.0,0,0
2023-07-13,48,23.83,3.38,0,0
2023-07-14,52,21.97,0.0,0,0
2023-07-15,64,24.2,0.0,0,0
2023-07-16,60,27.01,0.0,0,0
2023-07-17,52,25.76,0.0,0,0
2023-07-18,53,19.43,0.0,0,0
2023-07-19,52,23.78,5.95,0,0
2023-07-20,46,25.13,0.0,0,0
2023-07-21,49,21.83,0.0,0,0
2023-07-22,62,26.54,0.0,0,0
2023-07-23,60,21.95,0.0,0,0
2023-07-24,53,24.68,0.0,0,0
2023-07-25,52,24.78,0.0,0,0
2023-07-26,45,18.77,5.88,0,0
2023-07-27,51,21.04,0.0,0,0
2023-07-28,51,20.27,0.0,0,0
2023-07-29,57,18.51,0.28,0,0
2023-07-30,62,21.53,0.0,0,0
2023-07-31,50,20.43,0.0,0,0
2023-08-01,56,24.47,0.0,0,0
2023-08-02,52,22.08,0.0,0,0
2023-08-03,50,18.94,0.0,0,0
2023-08-04,51,18.4,0.0,0,0
2023-08-05,63,18.05,0.0,0,0
2023-08-06,61,21.36,0.0,0,0
2023-08-07,53,22.79,0.71,0,0
2023-08-08,51,16.32,0.0,0,0
2023-08-09,54,17.93,0.0,0,0
2023-08-10,53,21.36,0.0,0,0
2023-08-11,49,21.27,0.0,0,0
2023-08-12,61,21.78,2.13,0,0
2023-08-13,65,19.38,0.0,0,0
2023-08-14,49,17.92,7.21,0,0
2023-08-15,53,20.13,0.0,0,0
2023-08-16,48,19.29,0.0,0,0
2023-08-17,53,17.57,0.0,0,0
2023-08-18,49,15.58,4.52,0,0
2023-08-19,61,17.54,4.59,0,0
2023-08-20,63,19.56,0.0,0,0
2023-08-21,50,16.1,0.0,0,0
2023-08-22,51,16.03,8.32,0,0
2023-08-23,53,21.55,0.0,0,0
2023-08-24,51,16.12,0.0,0,0
2023-08-25,64,16.06,0.0,0,1
2023-08-26,66,18.64,0.0,0,0
2023-08-27,64,15.68,0.0,0,0
2023-08-28,54,17.35,0.0,0,0
2023-08-29,53,17.32,0.0,0,0
2023-08-30,54,14.87,0.0,0,0
2023-08-31,47,15.08,0.0,0,0
2023-09-01,47,13.1,0.0,0,0
2023-09-02,64,16.57,9.1,0,0
2023-09-03,61,15.36,3.64,0,0
2023-09-04,55,14.48,0.0,0,0
2023-09-05,46,13.38,0.0,0,0
2023-09-06,48,11.52,9.51,0,0
2023-09-07,54,10.38,0.0,0,0
2023-09-08,57,12.9,0.0,0,0
2023-09-09,66,11.36,0.0,0,0
2023-09-10,67,13.78,0.0,0,0
2023-09-11,52,8.58,2.47,0,0
2023-09-12,50,9.1,0.0,0,0
2023-09-13,55,13.46,0.0,0,0
2023-09-14,50,13.52,0.0,0,0
2023-09-15,59,10.07,0.0,0,0
2023-09-16,63,11.38,0.0,0,0
2023-09-17,63,8.45,0.0,0,0
2023-09-18,54,8.83,0.0,0,0
2023-09-19,51,12.72,0.0,0,0
2023-09-20,49,13.1,3.35,0,0
2023-09-21,52,8.2,0.0,0,0
2023-09-22,60,9.53,0.0,0,0
2023-09-23,65,10.13,0.0,0,0
2023-09-24,67,8.98,0.0,0,0
2023-09-25,54,12.77,0.0,0,0
2023-09-26,55,11.1,0.31,0,0
2023-09-27,54,6.22,0.0,0,0
2023-09-28,58,4.29,0.0,0,0
2023-09-29,57,9.59,0.0,0,0
2023-09-30,60,10.83,1.2,0,0
2023-10-01,65,7.94,0.91,0,0
2023-10-02,47,7.15,7.63,0,0
2023-10-03,59,7.49,0.0,0,0
2023-10-04,49,4.75,2.24,0,0
2023-10-05,56,5.7,0.0,0,0
2023-10-06,52,3.75,7.46,0,0
2023-10-07,63,5.08,0.54,0,0
2023-10-08,64,4.29,0.0,0,0
2023-10-09,52,4.84,0.0,0,0
2023-10-10,47,2.55,0.0,0,0
2023-10-11,59,6.52,0.0,0,0
2023-10-12,57,3.0,0.0,0,0
2023-10-13,52,4.53,7.98,0,0
2023-10-14,69,3.22,1.91,0,0
2023-10-15,67,4.59,0.0,0,0
2023-10-16,53,3.66,2.69,0,0
2023-10-17,52,3.9,0.0,0,0
2023-10-18,56,2.4,0.0,0,0
2023-10-19,52,6.21,0.0,0,0
